user_id,item_id,rank,score,model
007597d95f77ce796718c390d3a97d6a,7321794,7,1.452790,pytorch_lightgcn_causal
007597d95f77ce796718c390d3a97d6a,7437786,8,1.320691,pytorch_lightgcn_causal
007597d95f77ce796718c390d3a97d6a,7283905,9,1.257985,pytorch_lightgcn_causal
007597d95f77ce796718c390d3a97d6a,6737464,10,1.194219,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,7421462,1,2.915787,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,8264403,2,2.596058,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,6001251,3,1.774138,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,8058010,4,1.471851,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,5963066,5,1.336663,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,6737464,6,1.306704,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,8240587,7,1.294722,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,7694047,8,1.185058,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,7437786,9,1.090830,pytorch_lightgcn_causal
00c16fe882a6c0fd66f2ac3f0499f4fb,7321794,10,1.030721,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,6001251,1,2.790168,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,7421462,2,2.417832,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,8264403,3,1.661240,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,5089253,4,1.336813,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,1861102,5,1.181586,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,6737464,6,1.139495,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,8058010,7,1.088503,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,7694047,8,0.959894,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,5464261,9,0.805624,pytorch_lightgcn_causal
00cd7958855db4a476916aaf872a4052,100000000000,10,0.759328,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,7321794,1,1.651686,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,7437788,2,1.423417,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,5853579,3,1.376826,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,5089267,4,1.167616,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,7920226,5,0.925681,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,6946625,6,0.681549,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,6999009,7,0.644928,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,7694071,8,0.610776,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,7283905,9,0.484217,pytorch_lightgcn_causal
00d63d5e31534b47e14d791bb937ca73,8058010,10,0.411628,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,7596939,1,3.272072,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,7081550,2,2.038639,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,6999009,3,1.918816,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,8514651,4,1.693494,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,100000000000,5,1.487723,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,7321794,6,1.441665,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,5853579,7,1.365245,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,5963066,8,1.148720,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,8264403,9,0.981007,pytorch_lightgcn_causal
00e66de4f7fa020a52c2156ccfcdbabf,7694071,10,0.754662,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,6055052,1,2.308436,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,5911914,2,1.801800,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,7283905,3,1.605996,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,6627510,4,1.588658,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,7421462,5,1.496526,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,7596939,6,1.485092,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,5284203,7,1.484689,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,5853579,8,1.391160,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,7437788,9,1.231556,pytorch_lightgcn_causal
00f29fd5ce6504f013aa21ca4feb4779,5089267,10,0.986964,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,5089267,1,2.669711,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,5911914,2,2.331715,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,7321794,3,2.259684,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,7437786,4,2.116258,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,8058010,5,1.222269,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,7694071,6,0.897524,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,5089253,7,0.888411,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,7920226,8,0.807644,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,6055052,9,0.629403,pytorch_lightgcn_causal
012c70f95a3081c6172c62d5e4ae548b,5853579,10,0.607186,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,8051124,1,2.962161,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,5089275,2,2.868411,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,7437786,3,2.853729,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,100000000000,4,2.800272,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,6703015,5,2.354732,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,6940276,6,2.105623,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,7081550,7,1.663376,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,5853579,8,1.496968,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,5706773,9,1.445481,pytorch_lightgcn_causal
01359220e7f455944f6c5f8c17cd7bfe,6737464,10,1.441408,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,5853579,1,2.478197,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,6737464,2,2.079395,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,5963066,3,1.503198,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,8051124,4,1.474364,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,8058010,5,1.383471,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,7437788,6,0.933357,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,7596939,7,0.900930,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,7437564,8,0.864925,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,6940276,9,0.796220,pytorch_lightgcn_causal
0148a7acfb730acb843d12d423f3cdc7,5089275,10,0.632530,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,5853579,1,1.861538,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,1861102,2,1.750007,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,8058010,3,1.581598,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,100000000000,4,1.511995,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,7694071,5,1.417297,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,6940276,6,1.340872,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,6703015,7,1.333824,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,6627510,8,1.025402,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,5706773,9,0.391950,pytorch_lightgcn_causal
0151c8a12647dc511719dfbfe30b2fc9,7437786,10,0.381077,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,7421462,1,2.352265,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,7596939,2,1.750581,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,8264403,3,1.668163,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,5911914,4,1.602797,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,6999009,5,1.417027,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,7321794,6,1.302332,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,7283905,7,1.248076,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,7437786,8,1.228132,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,8240587,9,1.219668,pytorch_lightgcn_causal
01659f087cc5837f507342dd587960a4,5089267,10,1.195397,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,7321794,1,2.488518,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,5089267,2,2.190754,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,8264403,3,1.780166,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,5911914,4,1.744913,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,6055052,5,1.388637,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,8058010,6,1.298105,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,6627510,7,1.050308,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,7437786,8,0.815652,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,7920226,9,0.629587,pytorch_lightgcn_causal
016ca304bad39d3a3fc691abe43e1514,5464261,10,0.584431,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,8051124,1,1.904241,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,5853579,2,1.706322,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,1861102,3,1.469651,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,7437786,4,1.396602,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,7421462,5,1.307249,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,8264403,6,1.097483,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,8240587,7,1.095693,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,5464261,8,0.988931,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,6001251,9,0.818610,pytorch_lightgcn_causal
017b5fe6829d35cf51d092fb5c126b5f,6703015,10,0.799385,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,5089267,1,1.986227,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,7437786,2,1.938275,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,8051124,3,1.807045,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,7437788,4,1.605550,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,6737464,5,1.523749,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,1861102,6,1.462039,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,8514651,7,1.310972,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,5853579,8,1.254969,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,8264403,9,1.188413,pytorch_lightgcn_causal
019ce2a6a8b8c327e33b2c4e46d02104,6703015,10,1.085462,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,5284203,1,2.132171,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,5911914,2,1.975520,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,7694047,3,1.961941,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,6999009,4,1.874561,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,7321794,5,1.850807,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,7920226,6,1.781223,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,8240587,7,1.465299,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,6055052,8,1.194848,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,6627510,9,1.123953,pytorch_lightgcn_causal
01b6804d50d4c10fcc42461ce5bb5df2,5089253,10,1.029611,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,8058010,1,3.691258,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,7920226,2,3.520571,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,7321794,3,2.686230,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,7421462,4,1.975606,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,5089253,5,1.929901,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,6999009,6,1.875883,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,7694071,7,1.774726,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,7694047,8,1.604618,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,5853579,9,1.440837,pytorch_lightgcn_causal
01d60b9bca76c78e7131595d30698c04,7283905,10,1.373576,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,7081550,1,1.739775,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,100000000000,2,1.616592,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,7694071,3,1.327224,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,7920226,4,1.324765,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,7596939,5,1.293018,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,5464261,6,0.927555,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,6703015,7,0.847740,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,1861102,8,0.541631,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,8735304,9,0.217032,pytorch_lightgcn_causal
01d8c3a57931cd459cff258a4964c1af,7283905,10,0.188604,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,7421462,1,2.323022,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,100000000000,2,2.214948,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,8058010,3,1.927561,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,6001251,4,1.463873,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,5464261,5,1.460700,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,8264403,6,1.287951,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,7694047,7,1.071640,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,1861102,8,1.002450,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,5089275,9,0.987435,pytorch_lightgcn_causal
02298510b151f100847ff4118096246e,5853579,10,0.959389,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,6055052,1,3.293088,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,1861102,2,3.135614,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,100000000000,3,3.085733,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,5853579,4,1.809598,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,5911914,5,1.725371,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,6946625,6,1.645182,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,8735304,7,1.587113,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,7283905,8,1.409927,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,7437786,9,0.984413,pytorch_lightgcn_causal
024b659f5e086d76dee3b974decc9e04,6627510,10,0.920746,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,5963066,1,2.154721,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,6737464,2,2.132584,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,7437786,3,1.692083,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,8051124,4,1.625633,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,7421462,5,1.137910,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,8264403,6,1.135231,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,5089253,7,1.042862,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,5853579,8,0.929230,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,6940276,9,0.862803,pytorch_lightgcn_causal
024d8ea21cd7e5324af311dee71b3f21,6001251,10,0.715608,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,5089267,1,2.509817,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,7321794,2,2.482275,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,5911914,3,2.149208,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,6055052,4,1.447662,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,5853579,5,1.257627,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,8058010,6,1.178757,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,100000000000,7,0.913210,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,7920226,8,0.778703,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,7596939,9,0.770586,pytorch_lightgcn_causal
0296a9a6401daae626e3dbbb89d6af49,6627510,10,0.569226,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,7321794,1,2.396433,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,7694047,2,2.294161,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,6001251,3,2.211648,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,8264403,4,2.088658,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,5089267,5,1.987061,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,6055052,6,1.814874,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,6737464,7,1.399209,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,5911914,8,1.361957,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,100000000000,9,1.069460,pytorch_lightgcn_causal
02e784cd839a8ed904d3e00a5b6dbc1c,6999009,10,1.022699,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,5464261,1,2.534562,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,7283905,2,2.015203,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,8051124,3,2.003981,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,5853579,4,1.652892,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,7596939,5,1.652544,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,8240587,6,1.593193,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,7437788,7,1.563727,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,5284203,8,1.320604,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,7421462,9,1.149085,pytorch_lightgcn_causal
03090635593590b4c3ee797babc8709a,5089275,10,0.998399,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,7437564,1,1.962639,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,7283905,2,1.503922,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,8514651,3,1.496485,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,6627510,4,1.251551,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,7651931,5,1.003752,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,7437788,6,0.832886,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,8058010,7,0.801563,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,7920226,8,0.693197,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,7694047,9,0.676248,pytorch_lightgcn_causal
031653a1379bef9c5d3d58ae38ca70ce,1861102,10,0.530916,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,5464261,1,2.950008,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,7283905,2,2.602249,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,6703015,3,1.368400,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,5853579,4,1.076456,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,7920226,5,0.946088,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,5089275,6,0.756851,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,8051124,7,0.676253,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,7081550,8,0.589813,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,7596939,9,0.293257,pytorch_lightgcn_causal
032ccd8178d3e55405bde1710430a409,100000000000,10,0.131359,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,7421462,1,1.814065,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,7596939,2,1.689746,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,5911914,3,1.574249,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,7321794,4,1.481700,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,6999009,5,1.472392,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,8240587,6,1.455380,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,8264403,7,1.392418,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,8051124,8,1.253708,pytorch_lightgcn_causal
033b46e49ca5806315aea72db4d9ef44,7437786,9,1.140635,pytorch_lightgcn_causal
